id_vente;nombre;poids;CA;nom;mois;nom_site
216089;50008;962;202368;Arlequin;sept-06;Cassis_E
216090;49939;899;201736;Arlequin;oct-06;Cassis_E
216091;49831;1059;202399;Langue de chat;févr-14;Bubble_bonbon
216092;50180;1011;202962;Langue de chat;févr-07;Cassis_E
216093;50068;1079;202315;Arlequin;avr-07;Cassis_E
216094;49876;1066;202415;Arlequin;mai-07;Cassis_E
216095;49971;997;202936;Fraise tagada;juil-12;Bonbons_bordeaux
216096;49896;1020;203111;Guimauve;juil-12;Bonbons_bordeaux
216097;50004;1070;203592;Dragibus;juil-12;Bonbons_bordeaux
216098;49901;959;201587;Arlequin;sept-07;Cassis_E
216099;50089;924;202239;Arlequin;oct-07;Cassis_E
216100;49904;960;201325;Langue de chat;févr-11;Cassis_E
216101;49976;993;202254;Arlequin;juil-12;Bonbons_bordeaux
216102;50078;1028;202669;Krema;juil-12;Bonbons_bordeaux
216103;49997;971;202025;Langue de chat;févr-12;Cassis_E
216104;50104;1087;203458;Langue de chat;févr-02;Cassis_H
216105;49944;1081;202120;Langue de chat;juil-11;Bron_E
216106;49995;944;203512;Langue de chat;juil-12;Bron_E
216107;50007;921;202080;Réglis;sept-05;Neuilly_Sup
216108;50028;1043;202689;Réglis;oct-05;Bron_E
216109;49969;974;202734;Guimauve;déc-09;La_pause_bonbon
216110;50108;1042;201689;Langue de chat;juil-03;Bron_H
216111;50156;1033;201991;Guimauve;déc-13;Cassis_H
216112;50228;1051;201769;Guimauve;déc-09;Bron_E
216113;49888;1059;202641;Guimauve;déc-09;Bron_E
216114;50039;1010;200879;Guimauve;déc-14;Cassis_H
216115;49935;1062;201727;Arlequin;avr-11;Cassis_E
216116;50132;1118;202604;Arlequin;mai-11;Cassis_E
216117;49905;970;202161;Langue de chat;juil-11;Bron_H
216118;50120;996;202039;Langue de chat;juil-13;Bron_H
216119;50004;1047;202145;Arlequin;août-01;Roubaix_H
216120;49995;1036;201736;Arlequin;sept-11;Cassis_E
216121;49963;935;201727;Arlequin;oct-11;Cassis_E
216122;50079;961;202791;Arlequin;avr-12;Cassis_E
216123;49886;1022;202793;Arlequin;mai-12;Cassis_E
216124;49905;938;202044;Langue de chat;août-01;Bron_E
216125;49989;1075;202718;Carambar;août-01;Bron_E
216126;49810;1006;201881;Langue de chat;juil-14;Bron_H
216127;50060;1043;202401;Arlequin;sept-12;Cassis_E
216128;50048;1068;201357;Arlequin;oct-12;Cassis_E
216129;50048;1004;202239;Guimauve;déc-02;Roubaix_H
216130;49983;963;202365;Carambar;févr-03;Neuilly_Sup
216131;50066;1080;201900;Arlequin;avr-13;Cassis_E
216132;50116;966;201917;Arlequin;mai-13;Cassis_E
216133;50126;952;203336;Dragibus;août-01;Bron_E
216134;50126;1005;201718;Carambar;août-00;Bron_E
216135;50036;972;202015;Fraise tagada;août-00;Bron_E
216136;50095;986;202167;Arlequin;sept-13;Cassis_E
216137;49859;995;202435;Arlequin;oct-13;Cassis_E
216138;49988;876;201320;Guimauve;déc-03;Roubaix_H
216139;50027;1020;202236;Guimauve;déc-04;Roubaix_H
216140;50043;970;202406;Dragibus;févr-03;Neuilly_Sup
216141;49986;1031;201689;Langue de chat;févr-02;Neuilly_Sup
216142;50024;1037;202150;Arlequin;avr-14;Cassis_E
216143;50057;1022;203048;Arlequin;mai-14;Cassis_E
216144;50105;1046;201764;Langue de chat;juil-11;Bubble_bonbon
216145;50007;1027;202396;Langue de chat;juil-12;Bubble_bonbon
216146;50004;1060;201482;Langue de chat;juil-13;Bubble_bonbon
216147;49875;1029;202384;Arlequin;sept-14;Cassis_E
216148;50043;1000;202994;Arlequin;oct-14;Cassis_E
216149;50004;995;201488;Guimauve;déc-05;Roubaix_H
216150;49948;1030;201524;Guimauve;déc-06;Roubaix_H
216151;50014;1040;202695;Langue de chat;juil-14;Bubble_bonbon
216152;50033;988;202680;Langue de chat;juil-06;Cassis_E
216153;49934;1072;201652;Langue de chat;juil-07;Cassis_E
216154;50087;924;202170;Malabar;janv-08;Neuilly_Sup
216155;50094;942;200750;Arlequin;déc-09;Bastille_E
216156;49926;1059;202972;Carambar;déc-09;Neuilly_Sup
216157;49999;1000;202501;Fraise tagada;déc-09;Neuilly_Sup
216158;49852;994;201958;Malabar;févr-08;Roubaix_E
216159;49907;1002;201888;Fraise tagada;déc-09;Royal_bonbon
216160;49867;884;202656;Guimauve;déc-09;Royal_bonbon
216161;50012;1006;202864;Arlequin;déc-09;Royal_bonbon
216162;50055;971;202056;Fraise tagada;déc-09;Bonbons_bordeaux
216163;49983;958;201436;Guimauve;déc-09;Bonbons_bordeaux
216164;49802;993;202657;Langue de chat;sept-04;Bastille_E
216165;50068;1039;203384;Langue de chat;oct-04;Bastille_E
216166;50138;1012;202268;Carambar;févr-02;Neuilly_Sup
216167;49981;978;201623;Malabar;mars-08;Bastille_E
216168;50010;981;201394;Dragibus;août-00;Bron_E
216169;50050;1001;202254;Carambar;déc-07;Roubaix_H
216170;50004;947;201814;Carambar;août-01;Roubaix_E
216171;49885;1077;201708;Malabar;mars-08;Bron_H
216172;50025;975;202514;Dragibus;août-01;Roubaix_E
216173;49869;963;202170;Arlequin;déc-09;Bonbons_bordeaux
216174;50030;1020;201467;Langue de chat;févr-04;Roubaix_E
216175;49903;940;203163;Langue de chat;févr-05;Roubaix_E
216176;50058;1046;202488;Malabar;mars-08;Cassis_E
216177;49916;876;201847;Carambar;août-00;Roubaix_E
216178;49856;1091;201964;Fraise tagada;août-00;Roubaix_E
216179;50013;1003;201720;Guimauve;déc-02;Bron_H
216180;50062;1053;202121;Guimauve;déc-03;Bron_H
216181;50052;995;201876;Langue de chat;juil-02;Cassis_H
216182;49989;1027;202134;Langue de chat;juil-03;Cassis_H
216183;50146;961;202505;Langue de chat;juil-04;Cassis_H
216184;50010;1124;202144;Langue de chat;juil-06;Cassis_H
216185;49771;1037;202613;Langue de chat;juil-12;Cassis_H
216186;50045;1014;202077;Langue de chat;févr-06;Roubaix_E
216187;50028;1049;201372;Langue de chat;juil-14;Cassis_H
216188;50177;990;202137;Langue de chat;juil-03;La_pause_bonbon
216189;49739;1023;202254;Langue de chat;juil-05;La_pause_bonbon
216190;50042;1006;201221;Langue de chat;juil-06;La_pause_bonbon
216191;0;0;0;Langue de chat;juil-07;La_pause_bonbon
216192;49975;940;202422;Langue de chat;juil-14;La_pause_bonbon
216193;49971;985;202067;Malabar;mars-08;Cassis_H
216194;49940;996;202899;Carambar;mai-06;Roubaix_E
216195;50217;1002;203004;Malabar;mars-08;Roubaix_H
216196;49817;1015;201681;Dragibus;mai-06;Roubaix_E
216197;49993;1045;202673;Krema;mai-06;Roubaix_E
216198;50134;1037;202254;Carambar;avr-06;Roubaix_E
216199;50057;1011;202048;Malabar;mars-08;La_pause_bonbon
216200;49892;1053;201754;Dragibus;avr-06;Roubaix_E
216201;50086;1036;202193;Langue de chat;mai-06;Bastille_E
216202;49934;1017;201424;Langue de chat;févr-07;Roubaix_E
216203;50055;913;201822;Guimauve;janv-10;Royal_bonbon
216204;49985;1027;202040;Dragibus;août-00;Roubaix_E
216205;49866;974;200524;Malabar;mars-08;Bron_E
216206;50040;1026;201323;Langue de chat;févr-02;Roubaix_H
216207;49963;1020;201528;Malabar;mars-08;Roubaix_E
216208;49833;893;201587;Langue de chat;août-01;Roubaix_H
216209;49989;1029;202046;Carambar;août-00;Neuilly_Sup
216210;49973;1019;202326;Dragibus;juil-02;Neuilly_Sup
216211;50115;937;203283;Langue de chat;sept-06;Bastille_E
216212;49980;1026;203051;Langue de chat;oct-06;Bastille_E
216213;50040;1048;201230;Carambar;oct-05;Roubaix_E
216214;49916;979;202911;Fraise tagada;oct-05;Roubaix_E
216215;50126;897;202044;Malabar;mars-08;Neuilly_Sup
216216;49915;944;202602;Dragibus;oct-05;Roubaix_E
216217;49932;964;202454;Réglis;oct-05;Roubaix_E
216218;50065;970;202729;Carambar;sept-05;Roubaix_E
216219;49929;981;201820;Fraise tagada;sept-05;Roubaix_E
216220;49955;991;202215;Malabar;avr-08;Bastille_E
216221;50048;980;202045;Dragibus;sept-05;Roubaix_E
216222;49864;989;202361;Réglis;oct-05;Bastille_E
216223;49944;1044;202442;Langue de chat;juil-02;Neuilly_Sup
216224;50210;966;202387;Fraise tagada;août-00;Neuilly_Sup
216225;49938;1033;203323;Malabar;avr-08;Bron_H
216226;50094;917;201750;Dragibus;août-00;Neuilly_Sup
216227;50172;1042;201825;Langue de chat;juil-03;Neuilly_Sup
216228;50162;962;202524;Carambar;sept-00;Bastille_E
216229;49899;877;202328;Carambar;sept-01;Bastille_E
216230;49898;1083;201933;Carambar;sept-00;Bron_H
216231;50029;988;201925;Langue de chat;juil-04;Neuilly_Sup
216232;49971;990;202407;Carambar;mai-05;Roubaix_E
216233;50108;948;202523;Dragibus;mai-05;Roubaix_E
216234;49940;965;202092;Langue de chat;avr-07;Bastille_E
216235;50085;1029;201634;Carambar;avr-05;Roubaix_E
216236;50205;965;202745;Malabar;avr-08;Cassis_H
216237;49908;922;202299;Dragibus;avr-05;Roubaix_E
216238;50094;995;203074;Langue de chat;mai-07;Bastille_E
216239;49935;975;202248;Guimauve;févr-14;Bubble_bonbon
216240;49777;1043;202256;Dragibus;févr-14;Bubble_bonbon
216241;50116;978;202386;Arlequin;févr-14;Bubble_bonbon
216242;49953;931;203640;Langue de chat;juil-05;Neuilly_Sup
216243;50063;1044;202433;Langue de chat;févr-03;Roubaix_H
216244;50038;981;201760;Langue de chat;févr-06;Roubaix_H
216245;50140;973;203097;Langue de chat;févr-07;Roubaix_H
216246;49962;940;202851;Langue de chat;févr-11;Roubaix_H
216247;50084;940;202380;Langue de chat;févr-12;Roubaix_H
216248;50038;943;203331;Langue de chat;févr-13;Roubaix_H
216249;49798;1030;200977;Langue de chat;févr-14;Roubaix_H
216250;49878;1061;202001;Dragibus;janv-10;Royal_bonbon
216251;50002;971;201954;Arlequin;janv-10;Royal_bonbon
216252;50049;1001;201195;Carambar;sept-01;Bron_H
216253;50031;1058;202846;Arlequin;janv-10;Roubaix_H
216254;50006;955;202740;Carambar;sept-00;Cassis_H
216255;50086;1032;202440;Langue de chat;févr-11;Royal_bonbon
216256;50006;1048;203215;Guimauve;févr-14;Bonbons_bordeaux
216257;49804;1019;201718;Dragibus;févr-14;Bonbons_bordeaux
216258;49941;1034;201229;Carambar;sept-01;Cassis_H
216259;50105;1032;201949;Carambar;sept-00;Roubaix_H
216260;49762;962;202334;Arlequin;janv-10;La_pause_bonbon
216261;50074;1023;202044;Carambar;sept-01;Roubaix_H
216262;49951;914;202442;Fraise tagada;sept-00;Bastille_E
216263;50035;1038;202763;Arlequin;févr-14;Bonbons_bordeaux
216264;50022;956;202767;Langue de chat;févr-13;Royal_bonbon
216265;49983;970;201599;Fraise tagada;sept-01;Bastille_E
216266;50016;1026;200848;Arlequin;avr-02;Roubaix_H
216267;49863;1030;203214;Arlequin;mai-02;Roubaix_H
216268;50085;953;202536;Langue de chat;juil-03;Roubaix_E
216269;49990;900;202223;Langue de chat;juil-04;Roubaix_E
216270;50018;931;202191;Langue de chat;juil-06;Roubaix_E
216271;49815;1013;201532;Arlequin;sept-02;Roubaix_H
216272;49955;991;202417;Arlequin;oct-02;Roubaix_H
216273;50034;920;201637;Fraise tagada;sept-00;Bron_H
216274;50017;943;201749;Carambar;mars-02;Bastille_E
216275;49888;1007;202590;Carambar;mars-03;Bastille_E
216276;50096;1063;203183;Arlequin;avr-03;Roubaix_H
216277;50020;902;202403;Arlequin;mai-03;Roubaix_H
216278;50182;1040;202530;Langue de chat;juil-07;Roubaix_E
216279;49966;996;202885;Fraise tagada;sept-01;Bron_H
216280;49981;1002;201293;Arlequin;sept-03;Roubaix_H
216281;49903;1000;202330;Arlequin;oct-03;Roubaix_H
216282;50149;971;201969;Carambar;mars-04;Bastille_E
216283;50141;904;203103;Carambar;mars-05;Bastille_E
216284;50150;1049;201809;Carambar;mars-06;Bastille_E
216285;49890;1047;203106;Arlequin;avr-04;Roubaix_H
216286;50239;961;202379;Arlequin;mai-04;Roubaix_H
216287;49946;949;202938;Guimauve;janv-10;Bonbons_bordeaux
216288;50025;1030;203508;Fraise tagada;sept-00;Cassis_H
216289;49830;1070;202126;Arlequin;sept-04;Roubaix_H
216290;50056;1018;203087;Arlequin;oct-04;Roubaix_H
216291;50059;1036;202459;Carambar;mars-07;Bastille_E
216292;49972;1018;202065;Dragibus;janv-10;Bonbons_bordeaux
216293;50039;898;201879;Arlequin;janv-10;Bonbons_bordeaux
216294;50082;895;202743;Arlequin;avr-05;Roubaix_H
216295;50102;919;201725;Arlequin;mai-05;Roubaix_H
216296;49710;1034;202287;Fraise tagada;sept-01;Cassis_H
216297;49928;973;201260;Fraise tagada;sept-00;Roubaix_H
216298;50014;969;201731;Fraise tagada;sept-01;Roubaix_H
216299;50089;1010;203611;Arlequin;sept-05;Roubaix_H
216300;50102;973;200883;Arlequin;oct-05;Roubaix_H
216301;50019;975;203195;Langue de chat;janv-10;Royal_bonbon
216302;50055;1031;201787;Carambar;mars-11;Bastille_E
216303;50127;985;201488;Carambar;mars-12;Bastille_E
216304;49984;1026;201633;Arlequin;avr-06;Roubaix_H
216305;50019;1008;202627;Arlequin;mai-06;Roubaix_H
216306;50110;937;201686;Guimauve;juil-13;Bubble_bonbon
216307;49983;876;202760;Dragibus;juil-13;Bubble_bonbon
216308;50141;1127;202229;Arlequin;juil-13;Bubble_bonbon
216309;50019;1044;201684;Arlequin;sept-06;Roubaix_H
216310;50024;976;201790;Arlequin;oct-06;Roubaix_H
216311;49968;1011;201733;Carambar;mars-13;Bastille_E
216312;50083;1110;202409;Carambar;mars-14;Bastille_E
216313;49897;897;202210;Fraise tagada;sept-00;La_pause_bonbon
216314;49960;1067;202400;Arlequin;avr-07;Roubaix_H
216315;50019;939;202119;Arlequin;mai-07;Roubaix_H
216316;49973;1039;202309;Langue de chat;juil-02;Roubaix_H
216317;49919;998;202253;Guimauve;juil-14;Bubble_bonbon
216318;50002;1024;201759;Dragibus;juil-14;Bubble_bonbon
216319;49879;1033;201882;Arlequin;sept-07;Roubaix_H
216320;50066;1070;202502;Arlequin;oct-07;Roubaix_H
216321;49891;1107;202503;Fraise tagada;sept-01;La_pause_bonbon
216322;50038;999;201905;Carambar;mars-02;Bron_H
216323;49990;1036;203171;Carambar;mars-03;Bron_H
216324;49955;948;202826;Carambar;févr-10;Bastille_E
216325;50067;962;203132;Arlequin;juil-14;Bubble_bonbon
216326;49878;1096;202592;Langue de chat;juil-03;Roubaix_H
216327;50068;1058;202593;Langue de chat;juil-04;Roubaix_H
216328;50050;994;201834;Carambar;févr-10;Roubaix_H
216329;50045;1056;201168;Carambar;févr-10;Bron_E
216330;50025;981;201827;Guimauve;déc-02;La_pause_bonbon
216331;50079;1059;202334;Carambar;mars-04;Bron_H
216332;49961;932;201682;Carambar;mars-05;Bron_H
216333;50097;963;201925;Carambar;mars-06;Bron_H
216334;49919;989;203204;Malabar;avr-08;Roubaix_H
216335;50044;1071;202057;Dragibus;févr-10;Bron_E
216336;49900;986;202010;Langue de chat;juil-06;Roubaix_H
216337;49896;949;201750;Langue de chat;juil-11;Roubaix_H
216338;50063;993;202091;Guimauve;déc-03;La_pause_bonbon
216339;50121;984;202063;Carambar;mars-07;Bron_H
216340;49999;941;202350;Langue de chat;juil-12;Roubaix_H
216341;49891;1007;202607;Langue de chat;juil-13;Roubaix_H
216342;50192;971;201503;Langue de chat;juil-14;Roubaix_H
216343;50003;983;202975;Malabar;avr-08;La_pause_bonbon
216344;50125;1044;201878;Carambar;mars-11;Bron_H
216345;49824;1072;202611;Carambar;mars-12;Bron_H
216346;49923;1015;201599;Arlequin;avr-11;Roubaix_H
216347;50088;1017;202342;Arlequin;mai-11;Roubaix_H
216348;49871;1080;201935;Arlequin;sept-11;Roubaix_H
216349;50000;1041;202560;Arlequin;oct-11;Roubaix_H
216350;49992;1002;202328;Guimauve;déc-12;Royal_bonbon
216351;49973;955;201155;Carambar;mars-13;Bron_H
216352;49896;1037;201712;Carambar;mars-14;Bron_H
216353;49886;985;201115;Guimauve;sept-00;La_pause_bonbon
216354;50049;1045;201226;Arlequin;avr-12;Roubaix_H
216355;49987;1001;202199;Arlequin;mai-12;Roubaix_H
216356;49948;1047;202222;Langue de chat;juil-11;Royal_bonbon
216357;50104;996;202333;Guimauve;juil-13;Bonbons_bordeaux
216358;49924;1019;202284;Dragibus;juil-13;Bonbons_bordeaux
216359;50089;1078;201141;Arlequin;sept-12;Roubaix_H
216360;50042;985;202666;Arlequin;oct-12;Roubaix_H
216361;49758;1015;202542;Guimauve;déc-12;Royal_bonbon
216362;49879;1127;202302;Guimauve;sept-01;La_pause_bonbon
216363;49914;969;202143;Arlequin;avr-13;Roubaix_H
216364;50025;891;201429;Arlequin;mai-13;Roubaix_H
216365;49828;1026;201302;Arlequin;juil-13;Bonbons_bordeaux
216366;50041;1023;203005;Guimauve;juil-14;Bonbons_bordeaux
216367;50054;900;201365;Dragibus;juil-14;Bonbons_bordeaux
216368;50073;1030;202231;Arlequin;sept-13;Roubaix_H
216369;50090;1028;202579;Arlequin;oct-13;Roubaix_H
216370;49914;943;202124;Malabar;avr-08;Bron_E
216371;49830;973;201484;Carambar;mars-05;Cassis_E
216372;49817;896;201421;Carambar;mars-06;Cassis_E
216373;50099;965;201569;Arlequin;avr-14;Roubaix_H
216374;50183;1054;201920;Arlequin;mai-14;Roubaix_H
216375;50007;971;202610;Arlequin;juil-14;Bonbons_bordeaux
216376;50075;986;201434;Arlequin;sept-14;Roubaix_H
216377;49946;968;201982;Arlequin;oct-14;Roubaix_H
216378;50017;974;201722;Guimauve;déc-02;La_pause_bonbon
216379;50080;941;202504;Guimauve;déc-03;La_pause_bonbon
216380;50066;947;202943;Carambar;août-02;Bastille_E
216381;50008;1049;202106;Langue de chat;sept-07;Bastille_E
216382;49899;1023;202238;Langue de chat;oct-07;Bastille_E
216383;50031;985;201501;Carambar;août-03;Bastille_E
216384;50016;1018;202343;Carambar;août-04;Bastille_E
216385;50100;1017;201882;Carambar;août-05;Bastille_E
216386;49984;1025;202345;Carambar;août-06;Bastille_E
216387;50082;966;202931;Carambar;août-07;Bastille_E
216388;50022;970;202713;Guimauve;déc-04;La_pause_bonbon
216389;49975;906;202311;Carambar;août-11;Bastille_E
216390;50020;1073;201293;Carambar;août-12;Bastille_E
216391;49729;1027;203093;Carambar;août-13;Bastille_E
216392;50095;944;202486;Carambar;août-14;Bastille_E
216393;49936;980;200984;Dragibus;mars-10;Bron_E
216394;49986;936;201876;Guimauve;mars-10;La_pause_bonbon
216395;49949;1009;202576;Carambar;août-02;Bron_H
216396;49972;1021;203328;Carambar;mars-07;Cassis_E
216397;50120;1047;201642;Malabar;mai-08;Bastille_E
216398;49870;1057;202162;Malabar;mai-08;Bron_E
216399;49758;977;202536;Malabar;mai-08;Bron_H
216400;50123;1016;201465;Carambar;mars-11;Cassis_E
216401;50056;1003;201964;Carambar;mars-12;Cassis_E
216402;50132;959;202900;Carambar;août-03;Bron_H
216403;49958;1067;202699;Carambar;mars-13;Cassis_E
216404;50043;1080;202791;Carambar;mars-14;Cassis_E
216405;50078;1013;202024;Malabar;mai-08;Cassis_E
216406;50098;1014;202111;Malabar;mai-08;Cassis_H
216407;50014;979;202244;Carambar;mars-02;Cassis_H
216408;49948;973;202137;Carambar;mars-03;Cassis_H
216409;49938;1063;202836;Carambar;mars-04;Cassis_H
216410;49938;927;202767;Carambar;mars-05;Cassis_H
216411;49907;995;202339;Carambar;mars-06;Cassis_H
216412;50038;1036;202056;Carambar;mars-07;Cassis_H
216413;50156;1016;202139;Malabar;juin-08;Bastille_E
216414;49961;988;202567;Guimauve;déc-05;La_pause_bonbon
216415;50004;973;203163;Guimauve;déc-06;La_pause_bonbon
216416;50026;979;201658;Guimauve;déc-07;La_pause_bonbon
216417;49998;988;201082;Dragibus;mars-10;Bastille_E
216418;50081;918;202302;Dragibus;mars-10;Bron_H
216419;50026;1025;202757;Guimauve;déc-11;La_pause_bonbon
216420;50090;1020;203449;Guimauve;déc-12;La_pause_bonbon
216421;49972;948;202348;Guimauve;déc-13;La_pause_bonbon
216422;49916;969;201229;Guimauve;déc-14;La_pause_bonbon
216423;49848;1008;203418;Malabar;juin-08;Bron_E
216424;50232;934;201722;Malabar;juin-08;Bron_H
216425;49896;1021;201529;Malabar;juin-08;Cassis_E
216426;50055;1003;202678;Malabar;juin-08;Roubaix_E
216427;49946;973;202361;Malabar;juin-08;Roubaix_H
216428;50034;1093;202998;Malabar;juin-08;Neuilly_Sup
216429;49988;1089;201294;Carambar;mars-11;Cassis_H
216430;49907;1032;202302;Carambar;mars-12;Cassis_H
216431;49903;1077;202647;Malabar;juil-08;Neuilly_Sup
216432;49997;1071;202026;Malabar;août-08;Neuilly_Sup
216433;49964;953;201799;Carambar;août-04;Bron_H
216434;49917;1017;201156;Carambar;août-05;Bron_H
216435;50024;992;201283;Carambar;août-06;Bron_H
216436;49969;1016;201065;Dragibus;sept-00;Bastille_E
216437;49981;1001;202439;Dragibus;sept-01;Bastille_E
216438;49980;963;202439;Malabar;sept-08;Bastille_E
216439;50116;981;201491;Malabar;sept-08;Bron_E
216440;49884;975;201911;Carambar;mars-13;Cassis_H
216441;50114;1017;202312;Carambar;mars-14;Cassis_H
216442;50042;976;201858;Dragibus;sept-00;Bron_H
216443;50066;1021;202030;Dragibus;sept-01;Bron_H
216444;50052;983;202405;Dragibus;sept-00;Cassis_E
216445;50066;1019;202422;Carambar;août-07;Bron_H
216446;49957;992;202661;Dragibus;sept-01;Cassis_E
216447;50035;961;202368;Dragibus;sept-00;Cassis_H
216448;49819;942;201526;Dragibus;sept-01;Cassis_H
216449;50034;1061;201735;Carambar;mars-02;Roubaix_H
216450;49961;986;202921;Carambar;mars-03;Roubaix_H
216451;50010;1000;202210;Arlequin;avr-02;La_pause_bonbon
216452;49997;1108;202629;Arlequin;mai-02;La_pause_bonbon
216453;49911;1025;201684;Carambar;août-11;Bron_H
216454;50013;998;200993;Carambar;août-12;Bron_H
216455;49954;1055;203130;Arlequin;sept-02;La_pause_bonbon
216456;49856;1038;202488;Arlequin;oct-02;La_pause_bonbon
216457;50061;963;201960;Carambar;mars-04;Roubaix_H
216458;49985;1039;201842;Carambar;mars-05;Roubaix_H
216459;50031;1068;202475;Carambar;mars-06;Roubaix_H
216460;50016;992;202338;Arlequin;avr-03;La_pause_bonbon
216461;50016;1023;202353;Arlequin;mai-03;La_pause_bonbon
216462;49997;1002;202370;Carambar;août-13;Bron_H
216463;49912;920;202098;Carambar;août-14;Bron_H
216464;49898;986;201858;Dragibus;sept-00;Roubaix_H
216465;49757;988;201451;Arlequin;sept-03;La_pause_bonbon
216466;50007;1050;202995;Arlequin;oct-03;La_pause_bonbon
216467;50063;1003;203187;Malabar;sept-08;Bron_H
216468;49985;1037;201204;Malabar;sept-08;Cassis_E
216469;49997;973;201675;Carambar;mars-07;Roubaix_H
216470;49965;1004;202765;Arlequin;avr-04;La_pause_bonbon
216471;49943;1042;202113;Arlequin;mai-04;La_pause_bonbon
216472;50037;919;202703;Dragibus;sept-01;Roubaix_H
216473;49874;1038;202122;Carambar;août-02;Cassis_E
216474;49876;908;202162;Carambar;août-03;Cassis_E
216475;50000;1022;201626;Arlequin;sept-04;La_pause_bonbon
216476;50159;1027;202321;Arlequin;oct-04;La_pause_bonbon
216477;49946;1051;202033;Malabar;sept-08;Cassis_H
216478;50008;987;202823;Arlequin;mars-10;Bonbons_bordeaux
216479;50037;983;201723;Langue de chat;mars-10;Bron_E
216480;50135;983;202325;Carambar;mars-11;Roubaix_H
216481;50060;1032;202154;Carambar;mars-12;Roubaix_H
216482;50154;1041;202079;Arlequin;avr-05;La_pause_bonbon
216483;49857;996;201496;Arlequin;mai-05;La_pause_bonbon
216484;49945;974;202000;Carambar;août-04;Cassis_E
216485;50084;1005;201866;Carambar;août-05;Cassis_E
216486;49921;1052;202235;Arlequin;sept-05;La_pause_bonbon
216487;49830;1062;203107;Arlequin;oct-05;La_pause_bonbon
216488;50163;959;202351;Langue de chat;mars-10;Cassis_H
216489;50157;1103;202870;Carambar;mars-13;Roubaix_H
216490;50012;958;201794;Carambar;mars-14;Roubaix_H
216491;49910;1053;201570;Carambar;mars-12;Bron_E
216492;50040;974;201336;Arlequin;avr-06;La_pause_bonbon
216493;49885;974;202075;Arlequin;mai-06;La_pause_bonbon
216494;49907;1019;201801;Langue de chat;mars-10;Neuilly_Sup
216495;50073;1044;203170;Langue de chat;mars-10;Royal_bonbon
216496;50129;1042;203304;Arlequin;sept-06;La_pause_bonbon
216497;49854;949;202187;Arlequin;oct-06;La_pause_bonbon
216498;49968;947;202143;Carambar;avr-10;Bastille_E
216499;50072;965;202289;Carambar;avr-10;Bron_H
216500;49976;998;202278;Malabar;sept-08;Roubaix_E
216501;49999;949;201379;Dragibus;mars-12;Bron_E
216502;50107;1065;201791;Carambar;mars-11;Bron_E
216503;50243;921;202501;Arlequin;avr-07;La_pause_bonbon
216504;50178;996;201323;Arlequin;mai-07;La_pause_bonbon
216505;49949;960;202185;Arlequin;sept-07;La_pause_bonbon
216506;50063;916;202814;Arlequin;oct-07;La_pause_bonbon
216507;49995;977;203549;Dragibus;mars-11;Bron_E
216508;49989;982;202247;Dragibus;sept-00;La_pause_bonbon
216509;50018;1004;200881;Dragibus;sept-01;La_pause_bonbon
216510;49932;917;202485;Arlequin;sept-00;Bastille_E
216511;49994;970;200289;Arlequin;sept-01;Bastille_E
216512;49969;1022;201975;Carambar;août-02;Cassis_H
216513;50065;1020;201539;Carambar;août-03;Cassis_H
216514;50177;992;202961;Dragibus;avr-10;Bastille_E
216515;50038;980;201715;Dragibus;avr-10;Bron_H
216516;50088;1040;203429;Arlequin;sept-00;Bron_H
216517;50057;989;202780;Malabar;sept-08;Roubaix_H
216518;49833;955;201441;Arlequin;sept-01;Bron_H
216519;49933;953;202266;Guimauve;mars-02;La_pause_bonbon
216520;49835;986;201786;Guimauve;mars-03;La_pause_bonbon
216521;49916;1064;200601;Dragibus;avr-10;Cassis_H
216522;49956;1058;202168;Carambar;août-04;Cassis_H
216523;50027;1031;202131;Carambar;août-05;Cassis_H
216524;50180;978;202372;Carambar;août-06;Cassis_H
216525;50042;970;201886;Dragibus;avr-10;Roubaix_H
216526;49942;1065;201656;Dragibus;avr-10;La_pause_bonbon
216527;50010;1009;201950;Malabar;sept-08;La_pause_bonbon
216528;49825;1045;202264;Malabar;sept-08;Neuilly_Sup
216529;50002;1016;201633;Guimauve;mars-04;La_pause_bonbon
216530;49972;991;202210;Guimauve;mars-05;La_pause_bonbon
216531;49878;1055;202615;Guimauve;mars-06;La_pause_bonbon
216532;50028;973;202346;Arlequin;avr-11;La_pause_bonbon
216533;50096;1017;202298;Arlequin;mai-11;La_pause_bonbon
216534;49906;986;202112;Carambar;août-07;Cassis_H
216535;50108;970;200962;Arlequin;avr-10;Bastille_E
216536;49889;1031;200867;Arlequin;avr-10;Bron_H
216537;49915;986;201954;Arlequin;sept-11;La_pause_bonbon
216538;49968;958;202783;Arlequin;oct-11;La_pause_bonbon
216539;49992;1012;203006;Malabar;oct-08;Bastille_E
216540;49985;1040;202454;Malabar;oct-08;Bron_E
216541;49930;1100;202435;Guimauve;mars-07;La_pause_bonbon
216542;50222;1025;202637;Carambar;avr-10;Neuilly_Sup
216543;49987;1007;202670;Arlequin;avr-12;La_pause_bonbon
216544;49894;1024;202017;Arlequin;mai-12;La_pause_bonbon
216545;49902;970;202634;Carambar;août-11;Cassis_H
216546;49825;975;203049;Carambar;août-12;Cassis_H
216547;50120;992;201839;Arlequin;sept-12;La_pause_bonbon
